30,0.799304,-0.661478,0.000061
46,0.802722,-0.662455,0.000061
62,0.803211,-0.664042,0.000061
77,0.796374,-0.662089,0.000061
93,0.799304,-0.662577,0.000061
109,0.797473,-0.662943,0.000061
124,0.80492,-0.664286,0.000061
140,0.802966,-0.664164,0.000061
155,0.802356,-0.665019,0.000061
171,0.79845,-0.660502,0.000061
187,0.800037,-0.666728,0.000061
202,0.799304,-0.662333,0.000061
218,0.799304,-0.65806,0.000061
234,0.801379,-0.66453,0.000061
249,0.800891,-0.656717,0.000061
265,0.805408,-0.66331,0.000061
281,0.797839,-0.658793,0.000061
296,0.799426,-0.662943,0.000061
312,0.801135,-0.665507,0.000061
327,0.799304,-0.666972,0.000061
343,0.794421,-0.661112,0.000061
359,0.796008,-0.662943,0.000061
374,0.799304,-0.661723,0.000061
390,0.796985,-0.660624,0.000061
405,0.800525,-0.661356,0.000061
421,0.802356,-0.661478,0.000061
437,0.799304,-0.662089,0.000061
452,0.80199,-0.663554,0.000061
468,0.799426,-0.665629,0.000061
484,0.802844,-0.661112,0.000061
499,0.800769,-0.662699,0.000061
515,0.8026,-0.667094,0.000061
530,0.797351,-0.661234,0.000061
546,0.796985,-0.664286,0.000061
562,0.799548,-0.662943,0.000061
577,0.794909,-0.662089,0.000061
593,0.800403,-0.658548,0.000061
609,0.79906,-0.659525,0.000061
624,0.798938,-0.662699,0.000061
640,0.803089,-0.665263,0.000061
655,0.799426,-0.658304,0.000061
673,0.800281,-0.662455,0.000061
687,0.797229,-0.662577,0.000061
702,0.800647,-0.66453,0.000061
718,0.798083,-0.662821,0.000061
734,0.803821,-0.659037,0.000061
749,0.801257,-0.663187,0.000061
765,0.799182,-0.660868,0.000061
780,0.798694,-0.663187,0.000061
796,0.801257,-0.663187,0.000061
812,0.79967,-0.662577,0.000061
827,0.799792,-0.660868,0.000061
843,0.797107,-0.661845,0.000061
859,0.796252,-0.662211,0.000061
874,0.800525,-0.664042,0.000061
890,0.798572,-0.66331,0.000061
905,0.799304,-0.662211,0.000061
921,0.799182,-0.662333,0.000061
937,0.798205,-0.662577,0.000061
952,0.8026,-0.66331,0.000061
968,0.799915,-0.662333,0.000061
984,0.801624,-0.663432,0.000061
999,0.793933,-0.663798,0.000061
1015,0.799304,-0.66392,0.000061
1030,0.800281,-0.663432,0.000061
1046,0.801379,-0.664164,0.000061
1062,0.797351,-0.664408,0.000061
1077,0.796985,-0.66331,0.000061
1093,0.79845,-0.662577,0.000061
1109,0.797473,-0.664164,0.000061
1124,0.796374,-0.662943,0.000061
1140,0.796374,-0.661845,0.000061
1155,0.800891,-0.661723,0.000061
1171,0.799548,-0.661845,0.000061
1187,0.800403,-0.665507,0.000061
1203,0.802844,-0.665873,0.000061
1218,0.801502,-0.665507,0.000061
1234,0.796985,-0.66331,0.000061
1249,0.801868,-0.6616,0.000061
1265,0.800647,-0.662699,0.000061
1280,0.803821,-0.666361,0.000061
1296,0.796252,-0.663676,0.000061
1312,0.796863,-0.665019,0.000061
1327,0.800647,-0.662089,0.000061
1343,0.804309,-0.662455,0.000061
1359,0.799915,-0.666484,0.000061
1374,0.804187,-0.661723,0.000061
1390,0.801502,-0.663065,0.000061
1405,0.800159,-0.665507,0.000061
1421,0.801013,-0.663798,0.000061
1437,0.801379,-0.662089,0.000061
1452,0.796741,-0.661967,0.000061
1468,0.796618,-0.661723,0.000061
1484,0.795886,-0.661967,0.000061
1499,0.804065,-0.664042,0.000061
1515,0.800891,-0.6616,0.000061
1530,0.796741,-0.664652,0.000061
1546,0.800525,-0.661356,0.000061
1562,0.797595,-0.659769,0.000061
1577,0.802844,-0.665507,0.000061
1593,0.803577,-0.665019,0.000061
1609,0.800769,-0.663065,0.000061
1624,0.799792,-0.659769,0.000061
1640,0.797595,-0.658548,0.000061
1655,0.800891,-0.664897,0.000061
1673,0.798938,-0.662455,0.000061
1687,0.799548,-0.663432,0.000061
1702,0.796008,-0.662455,0.000061
1718,0.8026,-0.662577,0.000061
1734,0.801502,-0.66392,0.000061
1749,0.800159,-0.665141,0.000061
1765,0.79906,-0.664042,0.000061
1780,0.800891,-0.664897,0.000061
1796,0.802478,-0.662821,0.000061
1812,0.801013,-0.662333,0.000061
1827,0.801013,-0.662089,0.000061
1847,0.797473,-0.662943,0.000061
1863,0.795764,-0.662333,0.000061
1879,0.796985,-0.66099,0.000061
1894,0.798205,-0.661967,0.000061
1910,0.796863,-0.660624,0.000061
1926,0.80553,-0.660136,0.000061
1941,0.800403,-0.663187,0.000061
1957,0.799182,-0.662211,0.000061
1973,0.79552,-0.663554,0.000061
1988,0.802112,-0.664408,0.000061
2004,0.801868,-0.664652,0.000061
2019,0.802234,-0.664042,0.000061
2035,0.79906,-0.662577,0.000061
2051,0.800281,-0.662577,0.000061
2066,0.802722,-0.665385,0.000061
2082,0.796252,-0.661478,0.000061
2098,0.797961,-0.666117,0.000061
2113,0.800159,-0.661845,0.000061
2129,0.798572,-0.666728,0.000061
2144,0.795031,-0.661112,0.000061
2160,0.799792,-0.663676,0.000061
2176,0.800281,-0.660502,0.000061
2191,0.802478,-0.66392,0.000061
2207,0.802356,-0.661356,0.000061
2223,0.799915,-0.663554,0.000061
2238,0.801379,-0.662577,0.000061
2254,0.803577,-0.661845,0.000061
2269,0.801135,-0.664652,0.000061
2285,0.795153,-0.661967,0.000061
2301,0.797961,-0.662699,0.000061
2316,0.796863,-0.662577,0.000061
2332,0.80199,-0.663676,0.000061
2347,0.797351,-0.661845,0.000061
2363,0.802356,-0.661478,0.000061
2379,0.79845,-0.659525,0.000061
2394,0.800769,-0.666117,0.000061
2410,0.801379,-0.662943,0.000061
2426,0.799304,-0.665385,0.000061
2441,0.796252,-0.662455,0.000061
2457,0.79906,-0.666972,0.000061
2473,0.800281,-0.663676,0.000061
2488,0.801379,-0.662577,0.000061
2504,0.798694,-0.66392,0.000061
2519,0.798328,-0.661723,0.000061
2535,0.803943,-0.665263,0.000061
2551,0.797351,-0.665751,0.000061
2566,0.802722,-0.662089,0.000061
2582,0.798816,-0.665019,0.000061
2598,0.799182,-0.660746,0.000061
2614,0.798205,-0.662211,0.000061
2629,0.796618,-0.663065,0.000061
2644,0.798938,-0.661723,0.000061
2660,0.801135,-0.662821,0.000061
2677,0.798572,-0.662211,0.000061
2691,0.801502,-0.662333,0.000061
2707,0.797351,-0.66099,0.000061
2723,0.799304,-0.66099,0.000061
2738,0.800525,-0.663065,0.000061
2754,0.799548,-0.661356,0.000061
